amount,user_avg_amount,amount_ratio,tx_count_last_1h,tx_count_last_24h,is_new_device,is_trusted_device,is_new_ip,is_new_country,failed_logins_last_30m,hour_of_day,label
326.1,191.76,1.7005632040050065,4,9,1,0,0,0,2,9,0
152.54,61.3,2.4884176182707995,2,9,0,0,0,0,2,23,0
96.63,40.23,2.401938851603281,5,8,1,0,0,0,2,11,0
172.92,182.87,0.9455897632197735,1,4,0,1,0,0,0,10,0
77.45,64.26,1.2052598817304698,2,3,0,1,0,0,0,12,0
49.4,46.6,1.0600858369098711,1,2,0,0,0,0,0,13,0
84.23,138.0,0.6103623188405798,1,6,0,1,0,0,0,9,0
41.67,60.43,0.6895581664736059,1,2,0,1,1,0,0,22,0
35.76,44.85,0.797324414715719,0,3,0,1,1,0,0,3,0
40.4,38.85,1.0398970398970397,0,1,0,1,0,0,0,10,0
70.22,36.31,1.93390250619664,7,14,1,0,0,0,2,1,1
38.51,73.33,0.5251602345561162,5,9,1,0,0,0,0,14,0
57.99,37.98,1.5268562401263825,1,7,0,1,0,0,1,16,0
270.88,108.14,2.504901054189014,3,12,0,1,0,0,1,12,1
131.28,131.92,0.9951485748938752,0,3,0,0,1,0,0,2,0
118.11,80.99,1.4583281886652675,0,1,0,1,0,0,0,10,0
175.22,92.88,1.886520241171404,6,12,0,1,0,0,1,22,1
265.08,203.71,1.3012615973688084,0,3,1,0,0,0,0,15,0
45.77,74.7,0.6127175368139224,1,3,0,1,0,0,1,16,0
47.15,47.72,0.9880553227158424,0,2,1,0,0,0,0,9,0
403.95,331.86,1.2172301572952449,0,5,0,0,1,0,0,14,0
117.88,44.02,2.677873693775556,5,13,0,0,0,0,0,9,1
335.19,172.53,1.9427925578160319,1,9,0,1,1,0,2,1,0
185.24,147.46,1.2562050725620508,1,4,0,1,0,0,0,10,0
27.46,38.92,0.7055498458376156,0,2,0,1,0,0,0,12,0
60.54,87.5,0.6918857142857143,1,2,0,1,0,0,0,10,0
43.71,36.92,1.1839111592632718,0,2,0,1,0,0,0,3,0
29.1,37.09,0.7845780533836614,0,3,0,1,0,0,0,14,0
123.05,81.11,1.5170755763777586,2,3,0,1,0,0,0,9,0
75.69,52.52,1.441165270373191,0,0,0,1,0,0,0,14,0
223.51,196.41,1.137976681431699,0,5,0,1,0,0,0,16,0
86.64,64.5,1.3432558139534885,1,4,0,0,0,0,0,13,0
119.28,90.53,1.3175742847674803,2,5,0,1,0,0,0,16,0
119.26,60.9,1.9582922824302136,0,3,0,1,0,0,3,4,1
47.35,67.96,0.6967333725721013,1,6,0,1,0,0,0,11,0
94.23,89.25,1.0557983193277312,5,9,0,1,0,0,2,22,0
59.14,48.88,1.2099018003273323,1,2,0,1,0,0,0,9,0
76.19,76.78,0.9923157072154206,1,6,0,1,0,0,0,15,0
350.3,138.01,2.5382218679805812,3,15,1,0,1,0,2,13,0
166.53,16.43,10.13572732805843,11,27,1,0,1,1,5,4,1
163.16,74.5,2.1900671140939596,3,12,1,0,1,0,2,14,0
292.38,125.48,2.330092445011157,5,7,0,0,1,0,0,15,1
33.48,23.54,1.4222599830076466,2,5,0,1,0,0,0,13,0
93.9,80.07,1.1727238666167106,2,6,0,1,0,0,0,12,0
132.27,40.56,3.261094674556213,4,22,1,0,1,1,2,22,1
293.48,77.87,3.768845511750353,16,38,1,0,1,0,4,23,1
56.52,63.27,0.8933143669985776,2,9,0,1,0,0,0,13,0
49.83,49.26,1.0115712545676006,0,4,0,1,0,0,0,11,0
33.5,56.65,0.5913503971756399,0,1,0,1,0,0,0,22,0
48.19,54.49,0.8843824554964212,1,2,0,1,0,0,0,22,0
34.87,67.87,0.5137763371150729,1,3,0,1,0,0,1,13,0
792.75,123.36,6.426313229571984,13,30,1,0,1,1,5,22,1
45.07,86.69,0.5198984888683816,1,3,0,0,1,0,0,10,0
404.52,53.71,7.531558369018804,10,31,1,0,1,1,3,1,1
124.49,110.36,1.128035520115984,0,3,0,1,0,0,1,11,0
96.13,177.96,0.5401775679928074,2,7,0,1,0,0,1,17,0
100.79,71.45,1.410636808957313,1,6,0,1,0,0,0,9,0
77.29,125.08,0.6179245283018868,1,5,0,1,0,0,0,10,0
796.64,85.46,9.321787970980576,13,34,1,0,1,1,7,3,1
1022.88,121.86,8.393894633185623,14,28,1,0,1,0,1,0,1
65.47,125.61,0.5212164636573521,0,2,0,0,0,0,0,11,0
300.8,219.24,1.372012406495165,1,2,0,1,0,0,0,16,0
84.8,41.66,2.035525684109458,5,13,0,0,1,0,0,9,0
25.42,31.39,0.8098120420516088,3,5,0,1,0,0,0,15,0
34.34,29.57,1.1613121406831248,0,1,0,0,0,0,0,10,0
201.7,69.16,2.916425679583574,3,11,0,0,1,0,2,12,0
72.49,71.78,1.0098913346336025,0,1,0,1,0,0,0,15,0
96.46,78.29,1.2320858347170773,0,3,0,1,0,0,0,17,0
202.58,26.94,7.5196733481811435,9,30,1,0,1,1,3,0,1
28.81,34.57,0.8333815446919294,0,8,0,1,0,0,1,10,0
96.49,86.25,1.1187246376811593,2,8,0,1,0,0,1,15,0
87.19,65.51,1.3309418409403144,1,4,0,1,0,0,0,10,0
223.36,239.0,0.934560669456067,1,3,0,1,0,0,0,14,0
174.16,128.46,1.3557527635061497,3,7,0,1,0,0,0,11,0
94.51,120.77,0.7825618945102261,0,3,0,1,0,0,0,12,0
66.74,86.28,0.7735280482151136,1,2,0,1,0,0,0,10,0
205.36,71.9,2.8561891515994438,1,7,0,1,0,0,1,9,1
204.99,47.87,4.282222686442449,7,18,1,0,1,1,6,23,1
59.63,121.25,0.4917938144329897,1,1,0,1,0,0,0,16,0
123.69,113.2,1.092667844522968,0,1,0,1,0,0,0,17,0
119.29,103.19,1.1560228704331816,3,14,0,0,0,0,2,17,0
467.04,216.21,2.160122103510476,3,9,1,0,1,0,1,4,0
132.67,105.27,1.260283081599696,0,5,0,1,0,0,0,3,0
118.12,170.11,0.6943742284404208,1,1,0,1,0,0,0,15,0
219.89,160.02,1.3741407324084487,1,1,0,1,0,0,0,11,0
53.15,46.46,1.1439948342660353,0,1,0,1,0,0,0,9,0
131.39,103.74,1.2665317139001349,1,4,0,0,0,0,0,12,0
35.06,37.03,0.9467998919794761,2,5,0,1,0,0,0,13,0
64.48,65.58,0.9832265934736201,1,2,1,0,0,0,0,9,0
72.09,83.34,0.8650107991360692,0,2,0,1,0,0,0,12,0
130.04,103.28,1.259101471727343,1,9,0,0,1,0,1,14,0
31.36,44.6,0.7031390134529147,1,5,1,0,0,0,0,11,0
369.76,60.88,6.07358738501971,16,30,1,0,1,1,4,4,1
517.39,49.3,10.4947261663286,16,33,1,0,1,1,3,4,1
244.4,63.38,3.856106027137898,6,20,1,0,1,1,3,23,1
317.6,269.34,1.1791787331996735,3,9,0,1,0,0,0,11,0
170.94,60.39,2.830601092896175,2,13,1,0,1,1,0,3,0
90.65,41.79,2.1691792294807373,3,8,1,0,0,0,0,5,0
26.95,45.75,0.5890710382513661,1,4,0,1,0,0,1,13,0
240.75,42.72,5.635533707865169,7,24,1,0,1,1,10,0,1
87.84,69.66,1.260981912144703,0,3,0,1,0,0,0,0,0
107.63,103.9,1.0358999037536092,0,4,0,1,0,1,0,17,0
82.35,141.1,0.5836286321757619,1,3,0,1,0,0,0,10,0
60.83,77.25,0.7874433656957929,2,4,0,1,0,0,0,15,0
274.5,38.4,7.1484375,10,24,1,0,1,1,5,2,1
203.2,235.16,0.8640925327436638,1,4,0,1,0,0,0,13,0
36.52,50.59,0.7218817948211109,1,5,0,1,0,0,0,3,0
38.58,60.92,0.6332895600787918,0,1,0,1,0,0,0,20,0
142.69,287.24,0.4967622893747389,0,0,0,1,0,1,0,16,0
167.49,57.81,2.8972496107939802,4,8,1,0,0,0,1,13,0
49.67,92.31,0.5380782147112989,0,0,0,1,0,0,0,10,0
185.63,139.07,1.3347954267635005,0,2,0,1,0,0,0,2,0
48.73,45.95,1.0605005440696407,0,5,0,1,0,0,0,14,0
656.97,88.36,7.435151652331372,9,21,1,0,1,1,5,0,1
31.41,29.59,1.0615072659682325,1,5,0,1,0,0,0,13,0
108.82,47.12,2.309422750424448,3,7,0,1,0,0,1,14,1
53.42,33.83,1.57907182973692,5,13,0,1,0,0,0,15,0
146.71,97.76,1.500716039279869,4,7,0,0,0,0,1,9,0
45.44,74.46,0.6102605425731937,0,1,1,0,0,0,0,16,0
205.98,24.96,8.252403846153845,10,27,1,0,1,1,6,5,1
40.39,41.39,0.9758395747765161,0,2,0,0,1,0,0,9,0
106.01,78.47,1.3509621511405634,3,7,0,1,0,0,1,15,0
114.38,71.85,1.591927627000696,2,11,1,0,0,0,1,10,0
102.51,95.67,1.0714957666980245,0,5,0,0,1,0,3,4,0
403.92,201.63,2.0032733224222588,3,10,0,0,0,0,1,11,0
62.95,77.99,0.8071547634312092,1,5,0,1,0,0,0,9,0
318.61,58.39,5.456585031683508,12,34,1,0,1,1,7,3,1
109.4,91.18,1.1998245229216933,1,2,0,1,0,0,2,10,0
154.53,50.11,3.0838156056675317,2,7,0,1,1,0,3,3,0
134.46,90.69,1.4826331458815747,3,5,0,1,0,0,0,13,0
67.22,64.23,1.0465514557060562,0,1,0,0,0,0,0,16,0
138.67,165.18,0.8395084150623561,1,3,0,1,0,0,0,16,0
19.9,27.13,0.7335053446369333,0,2,0,1,0,0,0,3,0
241.54,91.51,2.63949295158999,7,14,1,0,0,0,1,14,0
48.17,43.89,1.0975165185691502,0,4,0,1,0,0,0,12,0
262.02,222.91,1.1754519761338655,0,3,0,1,0,0,0,13,0
114.44,103.34,1.1074124250048383,1,1,1,0,0,0,0,9,0
76.58,53.15,1.4408278457196613,0,2,1,0,0,0,0,10,0
48.23,37.61,1.2823717096516882,0,0,0,1,0,0,0,10,0
67.06,124.52,0.5385480244137488,1,4,0,1,0,0,0,14,0
45.12,43.22,1.0439611291068949,1,3,0,1,0,0,0,14,0
127.41,89.73,1.4199264460046805,0,2,0,1,0,0,0,14,0
624.99,115.38,5.416796671866875,14,23,1,0,1,1,4,6,1
457.51,82.6,5.538861985472155,13,32,1,0,1,1,2,0,1
67.24,87.67,0.7669670354739363,2,4,0,1,0,0,0,9,0
113.29,89.92,1.2598976868327403,0,0,0,1,0,0,0,13,0
48.61,55.29,0.8791824923132574,0,3,0,1,0,0,1,9,0
48.5,20.93,2.3172479694218824,2,6,0,1,0,0,1,9,0
100.78,99.57,1.0121522546951893,0,3,0,1,0,0,0,17,0
239.79,102.91,2.33009425711787,5,11,0,0,0,0,1,1,1
292.15,137.63,2.122720337135799,0,5,1,0,1,0,2,12,0
792.64,124.4,6.371704180064309,8,31,1,0,1,0,2,4,1
158.44,23.6,6.713559322033897,12,24,1,0,1,1,3,22,1
76.49,116.24,0.6580350997935306,3,5,1,0,0,0,0,16,0
29.08,44.35,0.6556933483652762,0,3,0,1,0,0,0,2,0
160.69,96.51,1.6650088073774738,5,10,0,1,0,0,1,16,0
24.23,28.72,0.8436629526462396,0,2,0,1,0,0,1,14,0
142.99,111.68,1.2803545845272206,0,1,0,1,0,0,0,10,0
121.0,76.72,1.5771637122002087,6,18,1,0,1,1,2,2,0
80.58,100.32,0.8032296650717704,1,4,0,1,0,0,1,9,0
328.71,116.27,2.8271265158682377,4,11,1,0,0,1,2,1,1
104.78,89.66,1.168637073388356,1,6,0,1,0,0,0,13,0
46.91,38.34,1.2235263432446528,4,7,0,1,0,0,0,11,0
137.82,94.26,1.4621260343730107,0,3,0,1,0,0,0,16,0
106.58,68.37,1.5588708497879185,2,6,0,1,0,0,0,20,0
129.66,107.72,1.2036761975492016,1,6,0,1,0,0,1,1,0
146.05,134.52,1.0857121617603331,0,4,0,1,0,0,0,23,0
41.5,70.72,0.5868212669683258,1,3,0,1,0,0,0,13,0
275.52,121.12,2.2747688243064728,2,6,0,1,1,0,2,16,1
120.65,180.62,0.6679769682205736,1,5,1,0,0,0,0,12,0
102.49,108.46,0.9449566660520008,0,0,1,0,0,0,0,10,0
131.16,23.02,5.697654213727193,15,33,1,0,1,1,6,0,1
89.1,81.01,1.0998642142945314,0,3,0,1,0,0,0,12,0
113.89,40.1,2.840149625935162,5,10,0,1,0,0,2,10,1
132.87,101.66,1.3070037379500297,0,1,0,1,0,0,0,14,0
111.85,89.4,1.251118568232662,0,1,0,1,0,0,0,16,0
56.31,20.95,2.6878281622911695,6,9,1,0,0,0,2,14,0
49.08,77.94,0.6297151655119323,0,2,0,1,0,0,0,9,0
251.13,314.73,0.7979220284052997,1,1,0,1,0,0,0,10,0
128.38,148.87,0.8623631356216833,1,6,1,0,0,0,0,12,0
45.68,41.17,1.1095457857663347,0,2,0,1,0,0,0,12,0
109.37,52.19,2.095612186242575,1,4,0,0,0,0,2,4,0
247.25,190.21,1.2998790810157195,2,3,0,1,0,0,0,11,0
50.4,76.41,0.6595995288574794,0,5,1,0,0,0,0,13,0
403.27,161.09,2.5033832019368054,1,8,0,0,0,0,2,12,0
60.91,86.14,0.7071047132574878,1,2,0,1,0,0,0,15,0
42.77,57.75,0.7406060606060607,0,3,0,1,0,0,0,14,0
93.85,66.98,1.401164526724395,1,4,0,1,0,0,0,15,0
41.93,48.74,0.8602790315962249,0,3,0,1,0,0,0,23,0
54.33,39.6,1.3719696969696968,0,1,0,0,1,0,0,11,0
74.75,78.11,0.9569837408782487,2,3,0,1,0,0,0,12,0
48.48,62.47,0.7760525052024971,2,8,1,0,0,0,0,9,0
187.67,129.8,1.4458397534668719,1,4,0,1,0,0,0,21,0
67.65,50.38,1.3427947598253276,1,2,0,1,0,0,0,16,0
40.12,35.23,1.1388021572523417,1,7,0,1,0,0,0,9,0
109.85,103.93,1.0569614163379197,1,3,0,1,0,0,0,14,0
248.98,26.83,9.279910547894149,17,34,1,0,1,1,2,1,1
38.88,40.92,0.9501466275659824,0,1,0,1,0,0,0,11,0
202.15,80.15,2.5221459762944476,3,16,0,0,1,0,0,1,1
277.44,178.5,1.5542857142857143,0,2,0,1,0,0,0,11,0
783.99,101.73,7.706576231200236,9,29,1,0,1,1,4,0,1
70.5,68.36,1.0313048566413108,0,4,0,1,0,0,1,15,0
93.72,50.8,1.8448818897637795,4,10,0,1,0,0,1,11,0
69.52,74.61,0.9317785819595228,0,0,0,1,0,0,0,5,0
15.58,30.3,0.5141914191419141,0,2,0,0,0,0,0,12,0
70.54,47.96,1.4708090075062552,1,8,1,0,0,0,1,12,1
100.31,91.16,1.100372970601141,0,3,0,1,0,0,1,16,0
46.53,62.09,0.7493960380093413,1,2,0,0,0,0,0,17,0
48.93,73.14,0.6689909762100082,1,6,0,0,1,0,0,14,0
62.04,40.09,1.5475180843103016,0,6,0,1,0,0,0,6,0
275.16,111.89,2.4592010009831085,1,8,0,1,0,0,3,9,0
90.2,71.94,1.253822629969419,1,4,0,1,0,0,0,12,0
143.19,178.77,0.8009733176707501,1,5,0,1,0,0,0,6,0
61.3,48.98,1.2515312372396896,0,3,0,1,0,0,0,21,0
98.56,69.4,1.420172910662824,1,5,0,1,0,0,0,9,0
23.61,40.71,0.5799557848194546,0,3,0,1,0,0,0,12,0
37.01,57.95,0.6386540120793787,1,2,0,1,0,0,0,11,0
195.45,125.57,1.55650234928725,2,9,1,0,0,0,1,2,0
64.96,70.85,0.9168666196189131,0,4,0,1,0,0,0,16,0
37.99,63.3,0.6001579778830964,2,4,0,1,0,0,0,11,0
279.18,152.21,1.8341764667236056,3,6,0,1,0,0,2,19,0
358.34,157.66,2.2728656602816186,1,6,0,0,0,0,4,12,0
131.07,101.35,1.2932412432165763,2,2,0,1,0,0,1,22,0
51.76,42.12,1.2288698955365622,1,6,0,1,1,0,3,23,1
369.35,49.17,7.511694122432377,12,29,1,0,1,1,5,1,1
800.88,90.2,8.878935698447894,11,33,1,0,1,1,5,22,1
78.15,104.57,0.7473462752223392,1,3,0,1,0,0,0,9,0
372.37,72.26,5.153196789371713,16,38,1,0,1,0,2,21,1
77.25,73.44,1.0518790849673203,2,5,0,1,0,1,1,13,0
74.96,57.82,1.2964372189553786,3,4,0,1,0,0,0,16,0
49.25,36.78,1.339042958129418,0,2,0,1,0,0,1,15,0
117.31,136.52,0.8592880164078522,0,2,0,1,0,0,0,15,0
76.65,64.67,1.1852481830833463,1,1,0,1,0,0,0,13,0
93.98,59.99,1.5665944324054009,1,2,0,1,0,0,0,14,0
113.6,80.34,1.4139905402041324,0,1,1,0,0,0,0,11,0
35.79,53.49,0.6690970274817722,0,3,0,1,0,0,0,4,0
124.72,77.99,1.599179381972048,3,9,1,0,1,0,1,0,0
217.58,71.14,3.0584762440258646,6,12,0,0,1,0,0,1,0
92.66,32.79,2.8258615431534,6,12,0,0,1,0,0,4,0
78.45,107.99,0.7264561533475322,1,3,0,1,0,0,0,12,0
353.71,141.48,2.5000706813683915,2,7,1,0,0,0,0,13,0
146.92,103.63,1.4177361767827847,0,2,0,1,0,0,0,11,0
269.7,136.04,1.982505145545428,6,13,1,0,0,0,1,12,1
85.3,104.12,0.8192470226661543,0,2,0,1,0,0,0,15,0
17.48,31.4,0.556687898089172,1,1,1,0,0,0,0,8,0
182.03,162.74,1.1185326287329482,2,5,0,1,0,0,1,12,0
199.63,181.33,1.1009209728120002,0,3,0,1,0,0,0,16,0
77.63,115.01,0.6749847839318319,0,1,0,1,0,0,0,10,0
148.61,142.08,1.0459600225225225,0,1,0,0,0,0,0,12,0
313.13,132.94,2.355423499323003,4,12,0,1,0,0,2,9,1
82.62,69.65,1.1862167982770997,0,4,0,1,0,0,0,14,0
46.73,39.23,1.1911802192199847,3,7,0,1,0,0,0,20,0
72.24,68.46,1.0552147239263805,2,6,0,1,0,0,0,17,0
65.86,53.33,1.234952184511532,0,4,0,1,0,0,0,9,0
45.18,40.99,1.1022200536716271,0,1,0,1,0,0,0,10,0
105.86,140.32,0.754418472063854,0,3,0,1,0,0,0,12,0
680.97,265.47,2.565148604362075,2,8,0,0,0,0,3,1,1
119.49,93.71,1.275104044392274,3,4,1,0,0,0,0,18,0
73.23,126.17,0.5804073868589998,2,4,0,1,0,0,0,16,0
709.56,111.26,6.377494157828509,16,30,1,0,1,1,2,2,1
57.55,35.81,1.607092990784697,2,7,0,1,0,0,1,9,0
35.97,59.64,0.6031187122736418,2,6,0,1,0,0,0,9,0
116.5,173.91,0.6698867230176528,0,0,0,1,0,0,0,17,0
20.69,34.06,0.6074574280681151,0,0,0,0,1,0,1,6,0
642.13,312.31,2.0560660881816144,3,10,0,1,1,0,4,1,1
74.5,32.97,2.259629966636336,3,11,1,0,0,0,2,11,0
33.68,45.21,0.7449679274496792,2,5,1,0,1,1,2,9,0
442.5,240.35,1.8410651133763263,6,8,0,1,0,0,1,3,0
69.48,51.33,1.3535943892460551,0,1,0,1,0,0,0,16,0
88.32,65.75,1.3432699619771862,2,4,0,1,0,0,0,12,0
59.43,75.78,0.7842438638163104,1,2,0,0,1,0,0,20,0
96.21,178.14,0.5400808352980802,0,3,0,1,0,0,0,13,0
68.79,70.53,0.975329646958741,0,1,0,1,0,0,0,10,0
78.29,78.63,0.9956759506549664,1,3,0,0,0,0,1,10,0
98.77,116.45,0.8481751824817517,2,6,0,0,0,0,0,16,0
169.66,74.88,2.2657585470085473,0,6,0,1,0,0,1,18,0
233.03,195.43,1.1923962544133448,0,2,0,1,0,0,0,21,0
353.41,107.46,3.288758607854086,22,40,1,0,1,1,2,4,1
67.84,83.65,0.8109982068141064,0,2,0,1,0,0,0,11,0
486.39,59.92,8.117323097463284,13,46,1,0,1,1,4,0,1
1022.94,149.92,6.823239060832445,8,18,1,0,1,1,5,14,1
408.7,176.59,2.3144005889348205,1,6,0,1,1,0,0,2,0
205.67,228.32,0.9007971268395234,1,4,0,0,0,0,0,13,0
84.87,74.62,1.1373626373626373,2,3,0,1,0,0,0,13,0
51.11,60.4,0.8461920529801324,0,1,0,1,0,0,0,9,0
46.41,76.39,0.6075402539599424,2,6,0,1,0,0,0,12,0
50.75,38.05,1.3337713534822604,1,4,0,1,0,0,0,15,0
983.27,101.02,9.733419124925758,10,22,1,0,1,1,3,5,1
419.66,63.1,6.650713153724247,8,31,1,0,1,1,2,1,1
128.39,116.15,1.1053809728798965,1,4,0,1,0,0,0,4,0
112.13,119.91,0.9351180051705446,1,2,0,1,0,0,0,1,0
166.25,108.98,1.5255092677555515,1,2,0,1,0,0,0,14,0
48.55,38.92,1.2474306269270297,1,3,0,1,0,0,1,15,0
83.23,60.78,1.3693649226719316,10,16,1,0,0,0,0,5,1
124.38,48.18,2.5815691158156913,5,8,1,0,0,0,1,11,1
664.5,95.1,6.987381703470032,12,37,1,0,1,1,4,23,1
57.72,64.02,0.9015932521087161,0,4,0,1,0,0,0,15,0
15.55,28.49,0.5458055458055459,0,4,0,1,0,0,0,14,0
58.36,49.57,1.177324994956627,2,2,1,0,0,0,0,20,0
64.3,72.93,0.8816673522555875,0,2,0,1,0,0,0,15,0
75.7,93.81,0.8069502185268095,2,3,0,1,0,0,0,17,0
73.42,56.69,1.2951137766801906,1,4,0,1,0,0,0,13,0
469.0,52.2,8.984674329501916,17,33,1,0,1,1,2,3,1
204.59,78.8,2.596319796954315,4,6,0,0,0,0,1,14,1
282.19,42.92,6.574790307548928,7,16,1,0,1,1,9,22,1
156.92,125.05,1.2548580567772891,3,3,0,1,0,0,1,13,0
157.99,115.57,1.3670502725620837,1,4,0,0,1,0,0,7,0
130.8,137.97,0.9480321809088933,0,3,0,1,0,0,0,11,0
29.79,32.15,0.9265940902021773,0,2,0,1,0,0,0,13,0
265.32,204.39,1.2981065609863496,0,4,0,1,0,0,0,17,0
382.36,37.45,10.209879839786382,12,31,1,0,1,1,2,22,1
32.55,50.41,0.6457052172188058,2,4,0,1,0,0,0,6,0
57.53,47.76,1.2045644891122278,0,5,0,1,0,0,1,16,0
36.91,43.56,0.8473370064279154,2,8,0,1,0,0,0,12,0
98.87,67.3,1.4690936106983656,2,4,0,1,0,0,0,14,0
67.5,95.15,0.7094062007356805,1,3,0,1,0,0,0,4,0
63.5,78.95,0.8043065231158961,1,4,0,1,0,0,0,10,0
116.83,85.81,1.3614963290991726,2,5,0,1,0,0,0,13,0
71.93,56.23,1.2792103859149921,0,4,0,1,0,0,0,10,0
124.47,91.62,1.3585461689587426,1,4,0,1,0,0,1,9,0
323.13,37.62,8.589314194577353,13,30,1,0,1,1,7,3,1
148.99,59.14,2.519276293540751,2,6,1,0,1,0,0,19,1
18.64,22.27,0.8370004490345757,0,1,0,1,0,0,1,17,0
83.28,64.16,1.298004987531172,0,3,0,1,0,0,0,18,0
20.05,24.13,0.8309158723580605,1,1,0,1,0,0,0,16,0
32.59,43.0,0.7579069767441862,0,4,0,1,0,0,0,4,0
66.2,55.61,1.1904333752922136,1,4,0,1,0,0,0,14,0
64.17,78.58,0.8166200050903538,2,3,0,0,1,0,0,17,0
28.0,25.17,1.1124354390147,2,4,0,1,0,0,0,9,0
87.77,99.4,0.8829979879275653,1,1,0,1,0,0,0,16,0
188.86,111.44,1.6947236180904524,4,15,0,0,0,1,0,2,0
51.03,61.7,0.8270664505672609,0,2,0,0,0,0,0,15,0
65.06,57.47,1.1320689055159214,0,2,0,1,0,0,0,20,0
41.99,76.82,0.5466024472793544,0,1,0,1,0,0,0,11,0
155.2,107.41,1.4449306396052508,2,5,1,0,0,0,0,0,0
28.79,28.07,1.025650160313502,0,4,0,1,0,0,0,14,0
100.66,95.69,1.051938551572787,1,5,0,1,0,0,0,13,0
72.35,76.56,0.945010449320794,3,5,1,0,0,0,2,9,0
303.51,113.15,2.6823685373398143,2,7,0,0,1,0,0,14,0
91.01,82.53,1.1027505149642556,1,3,0,1,0,0,0,15,0
41.33,58.59,0.7054104796040279,1,3,0,1,0,0,0,11,0
118.41,114.5,1.0341484716157205,0,6,0,1,0,0,0,16,0
43.86,43.65,1.0048109965635739,0,1,0,1,0,0,0,13,0
589.48,111.2,5.301079136690648,10,33,1,0,1,1,1,0,1
74.17,62.35,1.1895749799518844,0,2,0,1,0,0,0,11,0
66.38,91.31,0.7269740444639141,1,5,0,1,0,0,0,16,0
69.75,55.89,1.247987117552335,1,10,0,1,0,0,3,13,0
29.82,57.86,0.5153819564465952,0,3,0,1,0,0,0,13,0
441.82,50.51,8.747178776479906,10,25,1,0,1,1,7,9,1
37.53,45.95,0.8167573449401523,1,1,0,1,0,0,0,15,0
70.5,69.7,1.011477761836442,0,1,0,1,0,0,0,14,0
28.68,53.27,0.5383893373380889,0,2,0,1,0,0,0,11,0
54.28,96.45,0.5627786417833074,1,4,0,1,0,0,1,12,0
543.58,294.99,1.842706532424828,3,11,0,1,0,0,1,15,0
48.2,57.05,0.8448729184925505,2,7,0,1,0,0,1,12,0
145.4,27.98,5.1965689778413156,8,37,1,0,1,1,7,23,1
32.88,58.33,0.5636893536773531,0,2,0,1,0,0,0,6,0
15.38,23.89,0.6437840100460444,1,1,0,1,0,0,0,13,0
38.15,52.67,0.7243212454907917,1,4,0,1,0,0,0,16,0
79.96,77.32,1.0341438178996378,1,2,0,1,0,0,0,14,0
97.89,68.03,1.4389240041158313,1,2,0,1,0,0,0,12,0
78.15,79.77,0.9796916133884921,2,7,0,1,0,0,0,11,0
81.06,112.08,0.7232334047109208,1,2,0,1,0,0,0,1,0
452.9,47.66,9.502727654217374,12,23,1,0,1,1,1,22,1
138.84,49.4,2.810526315789474,1,6,0,0,0,0,1,10,0
68.45,55.69,1.2291255162506736,1,10,0,0,0,1,2,3,1
153.65,69.11,2.2232672551005646,3,8,0,1,0,0,0,0,1
60.1,92.75,0.647978436657682,1,3,0,1,0,1,0,12,0
66.69,54.87,1.2154182613449973,1,3,0,1,0,0,0,15,0
93.86,167.31,0.560994560994561,1,4,0,1,0,0,1,14,0
31.45,61.8,0.5088996763754046,0,6,0,0,0,0,0,17,0
198.54,191.84,1.034924937447873,3,7,0,0,0,0,1,4,1
40.59,29.33,1.3839072621888853,1,3,0,1,0,0,0,9,0
70.25,51.18,1.3726064869089487,1,5,0,1,0,0,0,12,0
298.71,46.29,6.453013609850939,20,31,1,0,1,1,6,2,1
182.86,119.16,1.5345753608593489,2,9,0,0,1,1,1,10,0
149.43,54.03,2.765685730149917,1,8,1,0,1,0,0,10,1
34.2,49.4,0.6923076923076924,2,3,0,1,0,0,0,20,0
79.2,53.73,1.4740368509212731,1,1,0,1,0,0,0,21,0
256.14,167.78,1.5266420312313744,2,7,0,1,0,0,0,9,0
28.77,49.92,0.5763221153846153,1,4,0,1,0,0,0,13,0
233.99,203.15,1.1518090081220773,2,6,1,0,0,0,0,10,0
66.02,84.43,0.7819495440009474,1,2,0,1,0,0,0,15,0
70.58,37.49,1.8826353694318483,1,6,1,0,0,0,2,13,0
105.45,77.52,1.3602941176470589,0,1,0,1,0,0,0,9,0
70.21,73.94,0.9495536921828509,0,0,0,1,0,0,0,11,0
94.98,39.55,2.401517067003793,2,6,1,0,0,0,3,2,0
20.59,37.01,0.5563361253715212,1,4,0,1,0,0,0,11,0
25.85,37.94,0.6813389562467054,1,2,0,1,0,0,0,9,0
16.69,32.61,0.51180619441889,0,2,0,1,0,0,0,16,0
154.36,22.28,6.928186714542191,12,35,1,0,1,1,3,0,1
139.52,126.2,1.1055467511885897,0,2,0,1,0,0,0,13,0
54.32,50.19,1.082287308228731,0,2,0,1,0,0,0,15,0
65.78,32.39,2.0308737264587835,2,6,0,1,0,0,0,9,1
530.45,54.83,9.674448294729164,12,27,1,0,1,1,2,16,1
77.26,85.52,0.9034144059869037,0,2,0,1,0,0,0,14,0
23.76,46.28,0.5133967156439067,1,5,0,1,0,0,0,16,0
80.74,64.47,1.2523654412905227,1,4,0,1,0,0,0,16,0
152.59,102.95,1.4821758135016998,1,2,0,1,0,0,0,10,0
614.22,196.43,3.1269154406149773,4,18,0,1,0,0,0,1,1
