amount,user_avg_amount,amount_ratio,tx_count_last_1h,tx_count_last_24h,is_new_device,is_trusted_device,is_new_ip,is_new_country,failed_logins_last_30m,label
244.26,150.98,1.6178301761822758,3,8,0,0,0,0,2,0
165.58,68.44,2.419345412039743,2,7,1,0,0,0,1,0
108.26,72.85,1.4860672614962254,0,5,0,1,0,0,0,0
586.8,69.26,8.472422754836845,13,36,1,0,1,1,3,1
29.9,28.72,1.0410863509749304,3,5,0,0,0,0,0,0
35.73,60.4,0.5915562913907284,2,5,0,1,0,0,1,0
49.93,37.3,1.3386058981233244,0,4,0,1,0,0,0,0
74.07,72.28,1.0247648035417818,1,1,0,0,1,0,0,0
84.01,127.3,0.659937156323645,2,2,0,1,0,0,0,0
85.6,88.07,0.9719541273986602,1,3,0,1,0,0,1,0
203.78,145.87,1.3969973263865085,1,4,0,1,0,0,0,0
58.86,40.83,1.4415870683321088,1,3,0,1,0,0,0,0
166.8,30.35,5.495881383855025,9,31,1,0,1,1,3,1
79.81,82.3,0.9697448359659782,1,3,0,1,0,0,0,0
43.01,40.85,1.052876376988984,0,1,0,1,0,0,0,0
109.4,91.18,1.1998245229216933,1,2,0,1,0,0,2,0
32.27,46.61,0.6923406994207253,0,2,0,1,0,0,0,0
44.5,39.35,1.130876747141042,1,2,0,0,1,0,0,0
112.1,79.35,1.412728418399496,1,3,0,1,0,0,0,0
68.82,59.21,1.1623036649214658,1,2,0,1,0,0,1,0
193.51,150.09,1.2892930908121794,0,2,0,1,0,0,0,0
458.17,72.32,6.335315265486726,12,26,1,0,1,1,5,1
124.67,85.44,1.4591526217228465,2,5,0,1,0,0,0,0
138.16,63.42,2.1784925890886155,3,7,0,0,0,0,1,0
124.73,143.62,0.8684723576103607,1,3,0,1,0,0,0,0
226.59,117.24,1.9327021494370522,4,13,0,0,1,0,0,0
56.01,60.15,0.9311720698254364,1,2,0,0,0,0,0,0
51.55,41.6,1.2391826923076923,1,2,0,1,0,0,0,0
1677.84,186.2,9.010955961331902,10,21,1,0,1,1,5,1
114.35,40.84,2.7999510284035254,1,8,0,1,0,0,2,1
121.43,74.39,1.6323430568624815,3,6,1,0,0,0,0,1
26.03,34.03,0.7649133117837202,1,4,0,1,0,0,0,0
24.09,45.91,0.5247222827270748,0,5,0,1,0,0,0,0
145.28,106.83,1.3599176261349808,1,4,0,1,0,0,0,0
56.74,90.57,0.6264767583084907,2,6,0,1,0,0,0,0
73.64,63.95,1.1515246286161063,1,5,0,0,0,0,0,0
45.24,45.65,0.9910186199342826,2,3,0,1,0,0,0,0
121.05,110.26,1.0978596045710138,2,10,0,0,0,1,0,1
43.71,36.92,1.1839111592632718,0,2,0,1,0,0,0,0
262.59,36.39,7.215993404781533,16,30,1,0,1,1,4,1
185.84,184.91,1.005029473798064,2,5,0,1,0,0,0,0
723.36,82.82,8.734122192707076,12,29,1,0,1,1,5,1
114.31,78.34,1.459152412560633,0,9,0,0,1,0,2,0
107.44,122.58,0.8764888236253875,2,3,0,1,0,0,1,0
75.95,76.18,0.9969808348647938,1,5,0,1,0,0,0,0
350.99,242.14,1.4495333278268772,0,5,0,1,0,0,0,0
126.16,50.57,2.4947597389756773,3,8,0,0,0,1,0,1
83.63,42.18,1.9826932195353246,0,5,0,1,0,0,1,0
182.03,162.74,1.1185326287329482,2,5,0,1,0,0,1,0
53.28,46.25,1.1520000000000001,1,4,0,1,0,0,0,0
65.77,55.42,1.1867556838686393,0,2,0,1,0,0,0,0
33.92,16.62,2.0409145607701564,3,6,0,1,0,0,1,0
36.95,34.68,1.065455594002307,0,1,0,1,0,0,1,0
34.08,40.1,0.8498753117206982,1,4,0,1,0,0,0,0
92.54,90.58,1.0216383307573416,0,2,0,1,0,0,0,0
33.38,61.94,0.5389086212463675,0,2,1,0,0,0,0,0
34.03,33.2,1.025,0,3,0,1,0,0,0,0
59.73,76.7,0.778748370273794,0,3,0,1,0,0,0,0
23.84,27.12,0.8790560471976401,1,6,0,1,0,0,0,0
84.09,66.68,1.2610977804439112,0,3,0,1,0,0,0,0
52.04,40.65,1.2801968019680197,0,2,0,1,0,0,0,0
65.57,62.04,1.0568987749838812,0,2,0,1,0,0,1,0
729.62,152.27,4.791620148420568,7,28,1,0,1,1,2,1
94.34,79.16,1.1917635169277414,1,6,0,1,0,0,0,0
67.31,97.59,0.689722307613485,0,2,0,1,0,0,0,0
94.94,112.14,0.8466202960584983,2,4,0,0,1,0,1,0
156.41,48.07,3.2537965467027252,12,29,1,0,1,1,4,1
127.87,110.6,1.1561482820976492,3,6,0,0,0,0,0,0
42.7,68.66,0.6219050393242063,1,5,0,1,0,0,0,0
174.16,128.46,1.3557527635061497,3,7,0,1,0,0,0,0
138.25,71.04,1.9460867117117115,3,8,0,1,0,0,0,0
169.86,81.7,2.0790697674418603,3,13,1,0,0,0,0,0
198.84,69.8,2.8487106017191977,2,5,0,0,0,0,0,0
111.64,95.71,1.1664402883711211,0,1,0,1,0,0,0,0
275.68,81.92,3.365234375,12,35,1,0,1,1,6,1
52.96,92.23,0.574216632332213,0,0,0,1,0,0,0,0
50.05,81.74,0.6123073158796183,0,3,0,1,0,0,0,0
195.03,81.39,2.3962403243641726,4,10,0,1,0,0,2,1
133.54,129.89,1.0281007005928093,2,8,0,1,0,0,0,0
199.26,68.63,2.9033950167565203,3,8,1,0,0,0,2,0
24.79,36.26,0.6836734693877551,0,1,0,1,0,0,0,0
538.04,70.4,7.642613636363635,23,38,1,0,1,1,5,1
110.48,84.64,1.3052930056710776,6,14,0,1,0,0,1,1
113.01,62.19,1.81717317896768,5,13,1,0,0,1,0,0
141.29,109.42,1.2912630232133064,1,1,0,1,0,0,1,0
84.65,59.25,1.428691983122363,1,4,0,0,1,0,0,0
140.08,46.43,3.017014861081198,3,11,1,0,1,0,2,0
390.56,94.7,4.124181626187962,7,25,1,0,1,1,6,1
78.52,71.8,1.0935933147632313,3,11,0,0,0,0,1,1
51.5,51.27,1.0044860542227423,1,8,0,1,0,1,2,0
93.06,67.66,1.3754064439846292,2,5,0,1,0,0,0,0
120.29,129.01,0.9324083404387258,0,3,0,1,0,0,0,0
102.76,77.69,1.3226927532500967,2,6,0,1,0,0,0,0
50.65,72.18,0.7017179274037129,1,2,1,0,1,0,0,0
66.91,71.7,0.9331938633193863,3,5,1,0,0,0,0,0
179.68,181.99,0.9873069948898291,1,4,0,1,0,0,0,0
34.05,32.95,1.0333839150227615,2,7,0,1,0,0,0,0
49.36,75.14,0.6569071067340964,0,4,0,1,0,0,0,0
48.71,59.53,0.8182429027381153,0,4,0,0,0,0,0,0
314.83,160.3,1.964004990642545,4,13,0,0,1,0,2,0
57.51,63.48,0.9059546313799622,0,5,0,1,0,0,0,0
139.19,111.38,1.2496857604596876,1,3,0,1,0,0,0,0
35.68,52.05,0.6854947166186359,0,1,1,0,0,0,0,0
60.39,58.59,1.0307219662058371,0,1,0,1,0,0,0,0
49.67,41.28,1.2032461240310077,0,1,0,1,0,0,0,0
97.29,58.95,1.650381679389313,2,9,0,1,0,0,0,0
161.73,72.49,2.2310663539798594,3,8,1,0,1,0,2,1
113.29,89.92,1.2598976868327403,0,0,0,1,0,0,0,0
109.6,191.24,0.5731018615352436,0,0,0,1,0,1,0,0
94.91,104.55,0.9077953132472502,1,1,0,1,0,0,1,0
147.02,134.52,1.0929229854296758,0,0,0,1,0,0,0,0
84.37,148.0,0.5700675675675676,3,8,0,1,0,0,0,0
53.22,85.82,0.6201351666278258,1,4,0,1,0,0,0,0
79.12,84.99,0.9309330509471704,1,4,0,0,0,0,0,0
111.97,38.05,2.9427069645203683,2,10,1,0,0,0,0,0
60.17,114.92,0.5235816219979116,2,5,1,0,0,0,0,0
171.29,60.97,2.809414466130884,5,11,0,1,1,0,1,0
197.09,94.21,2.092028447086297,4,9,0,0,0,0,3,1
70.35,77.17,0.9116236879616431,1,4,0,1,0,0,0,0
101.31,87.23,1.1614123581336695,1,10,1,0,0,0,0,1
31.43,57.55,0.546133796698523,0,1,0,1,0,0,0,0
24.68,38.78,0.6364105208870552,0,1,0,1,0,0,0,0
250.61,26.28,9.536149162861491,10,28,1,0,1,0,3,1
77.91,53.2,1.4644736842105261,0,1,0,1,0,0,0,0
39.46,43.9,0.898861047835991,0,2,0,1,0,0,0,0
226.77,221.63,1.0231918061634255,0,5,0,1,0,0,0,0
96.91,73.9,1.3113667117726657,1,2,0,1,0,0,0,0
43.9,39.85,1.1016311166875783,1,3,0,1,0,0,0,0
114.95,129.2,0.8897058823529412,2,5,0,1,0,0,0,0
53.88,57.24,0.9412997903563941,1,5,0,1,0,0,2,0
107.49,122.3,0.8789043336058872,2,10,1,0,1,0,1,0
43.69,70.23,0.6220988181688736,0,2,0,1,0,0,0,0
70.53,65.04,1.0844095940959408,1,4,0,1,0,0,0,0
574.69,75.88,7.573668950975225,13,33,1,0,1,1,4,1
53.0,94.2,0.5626326963906582,1,7,0,1,0,0,0,0
41.54,48.24,0.861111111111111,1,6,0,1,0,0,0,0
55.39,96.79,0.5722698625891104,4,7,0,1,0,0,0,0
22.7,25.91,0.8761096101891162,0,0,0,0,1,0,1,0
50.96,80.36,0.6341463414634146,2,5,0,1,0,0,0,0
228.86,91.3,2.5066812705366925,5,11,1,0,0,0,1,1
89.84,103.4,0.8688588007736944,2,5,1,0,0,0,0,0
132.06,177.15,0.7454699407281964,3,4,0,1,0,0,1,0
64.95,60.39,1.0755091902632887,0,3,0,1,0,0,0,0
48.42,49.0,0.9881632653061225,1,3,0,1,0,0,0,0
107.21,32.99,3.2497726583813273,11,24,1,0,1,1,2,1
17.08,15.08,1.1326259946949602,0,3,0,1,0,0,0,0
82.28,82.02,1.003169958546696,1,3,0,1,0,0,0,0
76.79,94.89,0.8092528190536411,0,5,0,1,0,0,0,0
132.09,74.04,1.7840356564019448,5,14,0,0,1,0,1,0
49.24,71.6,0.687709497206704,0,2,0,1,0,0,0,0
375.95,188.35,1.9960180514998673,2,9,0,0,1,0,2,0
128.47,56.86,2.259409074920858,3,12,0,1,1,0,0,0
120.47,61.65,1.954095701540957,2,7,0,0,0,0,1,0
168.44,239.81,0.7023893916016847,1,4,0,1,0,0,0,0
222.78,201.37,1.1063216963797984,2,4,0,1,0,0,0,0
135.82,59.24,2.292707629979743,1,5,1,0,0,0,1,0
143.58,124.57,1.1526049610660674,1,7,0,0,1,0,0,0
79.42,134.96,0.5884706579727327,1,3,0,0,1,0,0,0
44.48,77.83,0.5715019915199794,3,6,0,1,0,0,0,0
37.94,35.87,1.0577083914134375,1,3,1,0,0,0,0,0
163.98,35.57,4.610064661231374,12,34,1,0,1,0,4,1
799.04,123.56,6.466817740369051,6,22,1,0,1,0,4,1
127.02,114.33,1.1109944896352664,0,3,0,1,0,0,0,0
76.16,99.35,0.7665827881227982,0,1,0,1,0,0,0,0
75.74,105.28,0.7194148936170213,0,3,1,0,0,0,0,0
51.89,64.79,0.8008951998765241,0,1,0,1,0,0,0,0
117.0,126.99,0.9213323883770376,0,2,0,1,0,0,0,0
179.66,47.89,3.7515138859887243,8,20,1,0,1,1,1,1
115.49,97.9,1.1796731358529111,0,2,0,1,0,0,0,0
109.33,159.9,0.683739837398374,2,3,0,1,0,0,0,0
146.71,89.97,1.630654662665333,3,10,0,1,1,0,0,1
238.39,122.28,1.9495420346745174,3,11,0,0,0,0,0,0
86.72,71.2,1.2179775280898877,1,2,0,0,1,0,0,0
313.1,246.13,1.2720919839109415,2,4,0,1,0,0,1,0
30.57,21.3,1.4352112676056337,0,1,0,1,0,0,0,0
1274.19,318.41,4.001727332684275,14,40,1,0,1,1,0,1
2180.51,209.54,10.406175431898445,11,25,1,0,1,0,2,1
159.55,133.52,1.1949520671060516,0,6,0,0,1,0,0,0
139.47,138.47,1.0072217808911679,2,2,0,1,0,0,1,0
58.58,72.87,0.8038973514477836,5,9,0,0,0,0,2,1
79.09,57.6,1.3730902777777778,1,2,0,1,0,0,0,0
51.69,45.66,1.1320630749014455,0,2,0,0,0,0,0,0
90.29,60.52,1.4919035029742234,4,6,0,1,0,0,0,0
128.88,86.98,1.4817199356173831,2,4,0,1,0,0,0,0
123.81,131.75,0.9397343453510436,0,2,0,0,1,0,0,0
85.95,61.54,1.396652583685408,0,3,0,1,0,0,1,0
390.78,79.66,4.905598794878232,10,29,1,0,1,1,3,1
204.11,140.91,1.4485132353984815,4,6,0,1,0,0,0,0
113.93,90.03,1.2654670665333778,0,2,0,1,0,0,0,0
429.88,66.97,6.418993579214574,8,20,1,0,1,1,0,1
139.17,59.41,2.342534926780003,2,10,0,1,0,0,1,0
170.67,104.02,1.6407421649682752,7,15,1,0,0,0,0,1
65.17,88.36,0.7375509280217293,0,1,0,1,0,0,0,0
81.78,121.12,0.6751981505944518,1,2,0,1,0,0,0,0
346.64,68.05,5.093901542983101,15,32,1,0,1,1,9,1
69.47,54.55,1.2735105407882676,1,4,0,1,0,0,0,0
135.07,61.29,2.203785283080437,3,8,0,1,1,0,2,0
89.12,109.07,0.8170899422389292,1,2,0,1,0,0,0,0
66.24,48.05,1.378563995837669,0,4,0,1,0,0,0,0
106.32,99.08,1.0730722648364956,0,4,0,1,0,0,0,0
113.38,146.92,0.7717124965967874,0,4,0,1,0,0,0,0
272.88,58.79,4.641605715257697,11,34,1,0,1,0,2,1
53.4,44.36,1.2037871956717763,1,3,0,1,0,0,0,0
60.64,50.63,1.1977088682599248,0,3,0,0,0,0,0,0
37.57,62.4,0.6020833333333333,1,3,0,1,0,0,0,0
57.49,97.66,0.5886749948801966,0,2,0,1,0,0,0,0
179.53,72.85,2.4643788606726154,1,9,1,0,0,0,0,0
319.77,61.32,5.214774951076321,9,24,1,0,1,0,4,1
116.5,173.91,0.6698867230176528,0,0,0,1,0,0,0,0
184.54,146.14,1.2627617353222937,0,3,0,1,0,0,0,0
58.62,98.87,0.5928997673712956,2,3,0,1,0,0,0,0
134.14,106.77,1.2563454153788516,0,3,0,1,0,0,0,0
234.73,65.66,3.574931465123363,10,27,1,0,1,1,7,1
174.2,117.37,1.484195279884127,0,1,0,1,0,0,0,0
21.13,32.28,0.6545848822800495,0,2,0,1,0,0,0,0
337.07,53.58,6.29096677864875,11,32,1,0,1,0,4,1
129.7,96.26,1.3473924787035112,1,5,0,0,1,0,0,0
249.48,175.93,1.4180640027283578,1,3,0,0,0,0,0,0
912.74,176.05,5.184549843794376,10,40,1,0,1,1,10,1
147.26,177.03,0.8318364119075863,1,2,0,1,0,0,0,0
77.16,80.85,0.9543599257884973,0,3,0,1,0,0,0,0
31.86,60.97,0.5225520747908807,2,6,0,1,0,0,0,0
35.32,31.71,1.1138442131819615,3,5,0,1,0,0,0,0
76.65,64.67,1.1852481830833463,1,1,0,1,0,0,0,0
79.77,96.37,0.8277472242399087,0,2,0,1,0,0,0,0
237.17,104.91,2.2606996473167476,5,9,1,0,0,0,0,1
59.89,44.9,1.3338530066815146,0,1,0,1,0,0,1,0
152.53,127.87,1.1928521154297334,0,3,0,1,0,0,0,0
1321.15,199.55,6.620646454522676,12,32,1,0,1,1,0,1
44.16,68.56,0.6441073512252041,1,3,0,1,0,0,0,0
64.93,64.31,1.0096408023635517,2,11,1,0,1,0,2,0
41.63,38.31,1.0866614460976247,1,4,0,1,0,0,0,0
195.56,178.56,1.095206093189964,0,3,0,1,0,0,0,0
149.93,63.18,2.3730610952833175,8,14,0,1,1,0,0,0
30.21,36.82,0.8204780010863661,6,14,0,1,1,0,2,0
1441.67,176.92,8.14871128193534,7,29,1,0,1,1,6,1
119.45,138.6,0.8618326118326118,1,3,0,1,0,0,0,0
46.29,45.23,1.0234357727172232,1,3,0,1,0,0,0,0
94.51,120.77,0.7825618945102261,0,3,0,1,0,0,0,0
137.54,99.43,1.3832847229206475,0,3,0,1,0,1,0,0
51.11,44.83,1.140084764666518,2,3,0,1,0,0,0,0
262.77,146.67,1.7915729187973002,5,10,1,0,0,0,0,0
46.01,34.75,1.3240287769784171,0,2,0,1,0,0,0,0
49.61,93.09,0.5329251262219358,0,1,0,1,0,0,0,0
67.12,64.16,1.046134663341646,2,5,0,1,0,0,0,0
114.75,110.19,1.0413830656139396,1,2,0,1,0,0,0,0
55.13,38.39,1.4360510549622298,0,2,0,1,0,0,0,0
108.35,65.63,1.6509218345268932,0,7,0,1,1,0,2,1
85.26,59.75,1.4269456066945607,1,2,1,0,0,0,0,0
61.03,43.51,1.40266605378074,1,2,0,1,0,0,0,0
62.75,54.05,1.1609620721554117,1,6,0,1,0,0,0,0
54.27,48.76,1.1130024610336342,1,5,0,0,0,0,0,0
139.42,44.32,3.145758122743682,6,15,0,0,0,0,3,1
206.79,96.62,2.1402401159180293,2,7,0,0,1,0,0,1
89.83,139.17,0.6454695695911475,4,6,0,1,0,0,0,0
25.9,24.52,1.0562805872756933,3,5,0,1,0,0,0,0
169.75,130.99,1.2959004504160623,0,4,0,1,0,0,0,0
240.99,164.09,1.468645255652386,0,3,0,0,0,0,0,0
68.16,100.18,0.680375324416051,2,4,0,1,0,0,0,0
82.59,71.38,1.1570467918184366,1,1,0,1,0,0,0,0
171.69,149.54,1.1481209041059248,0,1,0,0,0,0,0,0
134.65,48.42,2.780875671210244,3,7,0,0,0,0,0,0
53.8,23.99,2.24260108378491,1,6,0,1,1,0,1,0
84.87,74.62,1.1373626373626373,2,3,0,1,0,0,0,0
102.25,82.19,1.2440686214867989,0,2,0,1,0,0,0,0
20.77,35.58,0.5837549184935357,1,4,0,1,0,0,0,0
50.66,40.35,1.2555142503097891,0,2,0,1,0,0,0,0
749.28,84.47,8.870368178051379,14,34,1,0,1,0,2,1
133.9,191.34,0.6998014006480611,2,5,0,1,0,0,0,0
54.71,72.03,0.7595446341802027,0,2,0,0,0,0,0,0
49.28,55.0,0.896,2,3,0,1,0,0,0,0
159.17,153.25,1.0386296900489396,2,7,0,1,1,0,0,1
29.43,52.43,0.5613198550448216,0,2,0,1,0,0,0,0
108.5,106.64,1.0174418604651163,2,5,0,1,0,0,0,0
64.42,105.01,0.6134653842491191,1,2,0,1,0,0,0,0
39.28,54.01,0.7272727272727273,1,3,1,0,0,0,0,0
106.29,84.0,1.2653571428571428,1,4,0,1,0,0,0,0
76.45,95.13,0.8036371281404394,1,1,0,1,0,0,0,0
54.4,40.46,1.3445378151260503,0,2,0,1,0,0,0,0
36.83,36.2,1.0174033149171269,1,2,0,1,0,0,0,0
215.18,31.82,6.762413576367065,9,32,1,0,1,1,3,1
47.55,55.19,0.8615691248414568,0,3,0,0,1,0,0,0
211.0,62.96,3.3513341804320205,18,40,1,0,1,0,2,1
101.9,77.08,1.3220031136481578,1,2,0,1,0,0,0,0
171.97,108.23,1.5889309803196894,5,11,0,0,0,0,1,1
108.91,101.23,1.075866837893905,0,3,0,0,0,0,0,0
81.69,63.37,1.2890957866498343,0,2,0,1,0,0,1,0
89.04,66.69,1.3351327035537564,2,8,0,1,0,0,0,0
64.26,42.83,1.5003502218071447,4,6,0,0,1,0,0,1
59.58,103.12,0.5777734678044996,2,4,0,1,0,0,0,0
49.08,77.94,0.6297151655119323,0,2,0,1,0,0,0,0
37.91,57.44,0.6599930362116991,2,9,0,1,0,0,0,0
220.87,107.16,2.061123553564763,3,6,0,0,0,0,0,0
251.86,53.13,4.740447957839263,9,23,1,0,1,1,4,1
64.82,98.03,0.6612261552585942,0,2,0,1,0,0,0,0
71.75,115.15,0.6231003039513677,2,6,0,1,0,0,0,0
101.07,74.07,1.3645200486026732,0,2,0,1,0,0,0,0
34.89,51.09,0.6829125073399882,0,1,0,1,0,0,0,0
52.38,88.77,0.5900642108820549,1,4,0,1,0,0,0,0
51.15,34.01,1.5039694207586005,0,3,0,1,0,0,0,0
50.44,43.71,1.1539693433996796,0,3,0,1,0,0,0,0
101.44,67.83,1.4955034645437122,1,5,0,1,0,0,0,0
65.06,57.47,1.1320689055159214,0,2,0,1,0,0,0,0
133.97,187.03,0.7163021975084211,1,2,0,1,0,0,0,0
109.23,51.04,2.140086206896552,1,7,1,0,0,0,2,0
1014.55,167.94,6.041145647254972,10,20,1,0,1,0,4,1
288.26,77.95,3.698011545862732,7,33,1,0,1,1,3,1
112.96,111.39,1.0140946224975311,0,5,0,1,0,0,0,0
63.28,45.87,1.379550904730761,2,6,0,0,1,0,0,0
91.47,64.43,1.4196802731646747,1,5,0,1,0,0,1,0
77.13,64.83,1.1897269782508098,2,7,0,1,0,0,0,0
368.4,178.61,2.062594479592408,3,12,1,0,0,0,0,0
69.07,59.85,1.154051796157059,3,11,0,0,0,0,1,0
42.69,39.06,1.0929339477726574,1,3,0,1,0,0,0,0
83.0,26.35,3.1499051233396584,4,9,0,0,0,0,1,0
40.68,36.9,1.102439024390244,1,4,0,1,0,0,0,0
81.42,102.53,0.7941090412562177,0,5,0,1,0,0,1,0
156.67,27.48,5.701237263464337,7,22,1,0,1,0,4,1
62.63,82.45,0.75961188599151,0,3,0,1,0,0,0,0
79.35,50.7,1.5650887573964496,2,6,0,1,0,0,0,0
271.79,90.23,3.012191067272526,11,28,1,0,1,1,4,1
399.08,144.69,2.758172644965098,1,9,0,1,1,0,0,0
312.54,68.6,4.55597667638484,6,32,1,0,1,1,7,1
73.91,54.19,1.3639047794796089,1,3,0,0,1,0,1,0
265.68,94.0,2.8263829787234043,5,12,1,0,1,0,3,0
128.33,85.39,1.5028691884295586,0,2,0,0,1,0,0,0
286.36,108.72,2.6339220014716704,1,13,1,0,1,0,0,1
108.97,85.99,1.2672403767879987,2,7,0,1,0,0,0,0
38.49,73.24,0.5255324959038777,1,2,0,1,0,0,0,0
64.0,54.05,1.1840888066604995,0,2,0,0,1,0,0,0
176.21,119.35,1.4764139086719734,1,3,1,0,0,0,2,0
143.6,182.55,0.7866337989591892,1,7,0,0,0,0,2,1
135.3,103.38,1.3087637840975046,0,4,0,1,0,0,0,0
51.17,41.46,1.23420164013507,1,3,0,0,0,0,0,0
89.57,90.77,0.9867797730527708,2,5,0,1,0,0,0,0
37.53,72.18,0.5199501246882793,3,4,0,1,0,0,0,0
78.6,25.79,3.0476929042264445,2,8,1,0,0,0,1,0
142.45,105.46,1.350749099184525,1,2,0,1,0,0,0,0
110.65,76.79,1.4409428310977992,0,2,0,1,0,0,1,0
25.03,51.19,0.4889626880250049,1,6,1,0,0,0,0,0
143.67,101.64,1.4135182998819362,2,8,0,1,0,1,1,0
54.41,59.3,0.9175379426644182,1,1,0,1,0,0,0,0
43.3,36.02,1.2021099389228205,1,1,0,1,0,0,0,0
139.59,144.97,0.9628888735600469,2,3,0,1,0,0,0,0
572.16,211.9,2.7001415762151955,2,7,0,1,0,0,1,0
35.72,37.93,0.9417347745847614,0,1,0,1,0,0,0,0
187.77,103.51,1.8140276301806588,2,6,0,1,0,0,2,1
57.72,67.89,0.8501988510826336,0,3,0,1,0,0,0,0
44.66,76.88,0.5809053069719042,1,3,0,1,0,0,0,0
301.43,100.82,2.9897837730609007,5,16,0,1,0,0,1,0
62.4,42.39,1.4720452937013446,3,3,0,1,0,0,0,0
77.91,147.42,0.5284900284900285,0,1,0,1,0,0,0,0
34.39,49.59,0.6934865900383141,0,1,0,1,0,0,0,0
114.9,98.98,1.1608405738533036,0,3,0,1,0,0,0,0
45.33,58.51,0.7747393607930269,0,3,0,1,0,0,0,0
121.26,103.68,1.1695601851851851,1,5,0,1,0,0,0,0
144.91,231.98,0.6246659194758168,0,2,0,1,0,0,1,0
68.52,51.53,1.3297108480496798,1,1,0,1,0,0,0,0
79.46,102.24,0.7771909233176839,0,3,0,1,0,0,0,0
368.18,57.25,6.431091703056769,11,33,1,0,1,1,4,1
23.47,26.62,0.8816679188580014,5,12,0,0,0,0,0,1
166.93,214.67,0.7776121488796759,1,4,0,1,0,0,0,0
39.45,47.87,0.8241069563400878,4,10,0,0,1,0,1,1
131.37,121.66,1.0798125924708204,1,7,1,0,0,1,2,0
333.84,143.73,2.3226883740346485,3,7,0,1,0,0,0,0
104.2,76.22,1.3670952505903964,0,6,0,1,0,0,0,0
173.94,87.72,1.9829001367989056,3,8,0,1,0,0,0,0
173.43,180.02,0.9633929563381847,3,6,0,1,0,0,0,0
37.53,49.59,0.7568058076225045,1,5,0,1,0,0,0,0
54.48,72.27,0.7538397675383977,2,4,0,1,0,0,0,0
55.06,75.54,0.7288853587503309,1,4,0,1,0,0,0,0
55.14,80.54,0.6846287558976906,1,3,0,1,0,0,0,0
1159.48,126.65,9.15499407816818,10,19,1,0,1,1,5,1
37.4,66.8,0.5598802395209581,1,4,0,1,0,0,0,0
701.01,104.98,6.677557630024766,13,42,1,0,1,0,4,1
108.47,109.62,0.9895092136471446,1,1,0,1,0,0,0,0
68.14,55.12,1.236211901306241,0,3,0,1,0,0,0,0
97.27,68.07,1.4289701777581902,0,0,0,0,1,0,0,0
188.32,126.98,1.4830681997164907,0,0,0,1,0,0,0,0
57.97,56.25,1.0305777777777778,3,3,0,1,0,0,0,0
21.89,42.17,0.5190894000474271,1,3,0,1,0,0,0,0
57.1,74.66,0.7648004286096973,0,2,0,1,0,0,0,0
52.57,104.47,0.5032066621996746,1,4,0,1,0,0,1,0
108.4,103.31,1.0492691898170554,5,11,1,0,0,0,1,1
63.2,75.06,0.8419930722088995,0,1,0,1,0,0,0,0
55.77,62.05,0.8987912973408543,1,2,0,1,0,0,0,0
63.47,59.48,1.067081371889711,0,6,0,1,0,0,0,0
1250.19,179.82,6.952452452452453,11,21,1,0,1,1,0,1
415.34,114.18,3.637589770537747,17,33,1,0,1,1,4,1
147.77,61.64,2.3973069435431538,2,12,1,0,0,0,2,1
87.68,62.69,1.3986281703620993,1,2,1,0,1,0,0,0
142.35,108.47,1.3123444270305153,0,2,0,1,0,0,1,0
58.77,44.7,1.314765100671141,1,1,0,1,0,0,0,0
223.96,219.12,1.0220883534136547,0,1,0,1,0,0,0,0
43.96,89.46,0.4913928012519562,3,4,0,1,0,0,0,0
57.76,79.09,0.730307244910861,0,2,0,1,0,0,0,0
100.44,102.07,0.9840305672577643,1,4,0,1,0,0,0,0
105.72,27.47,3.8485620677102292,12,33,1,0,1,1,2,1
131.91,151.75,0.8692586490939044,3,9,1,0,0,0,0,0
23.19,39.87,0.5816403310759971,3,5,0,1,0,0,0,0
65.86,53.33,1.234952184511532,0,4,0,1,0,0,0,0
22.13,39.76,0.55658953722334,0,3,0,1,0,0,0,0
106.75,103.51,1.031301323543619,4,5,0,1,0,0,0,0
25.28,30.51,0.8285807931825631,0,3,0,1,0,0,0,0
92.11,93.01,0.990323621116009,1,2,0,1,0,0,0,0
42.99,51.9,0.8283236994219654,5,9,0,1,0,0,0,0
155.47,66.7,2.3308845577211392,3,10,0,0,1,0,1,0
55.81,75.06,0.7435385025313083,0,1,0,1,0,0,0,0
140.44,95.85,1.4652060511215441,1,2,0,1,0,0,0,0
15.84,28.95,0.5471502590673575,1,6,0,1,0,0,0,0
141.13,105.69,1.3353202762796859,0,4,0,1,0,0,0,0
57.63,50.08,1.1507587859424921,0,2,0,1,0,0,0,0
65.69,48.28,1.3606048053024025,1,1,0,1,0,0,0,0
89.27,39.25,2.2743949044585987,4,10,0,1,0,0,0,0
181.49,217.14,0.8358202081606337,0,0,0,0,1,0,0,0
111.28,79.84,1.3937875751503006,1,6,0,1,0,0,0,0
93.9,80.07,1.1727238666167106,2,6,0,1,0,0,0,0
70.86,93.93,0.7543915681890769,0,4,0,1,0,0,0,0
252.38,81.78,3.086084617265835,11,30,1,0,1,1,6,1
397.0,74.03,5.362690801026611,6,30,1,0,1,1,1,1
158.44,245.68,0.6449039400846629,2,3,0,1,0,0,0,0
66.71,69.92,0.9540903890160182,3,10,0,0,0,0,0,0
56.32,66.95,0.8412247946228528,1,3,0,1,0,0,0,0
61.31,53.53,1.1453390622081077,1,4,0,1,0,0,0,0
85.88,92.54,0.9280311216771124,1,3,0,1,0,0,1,0
